Date,Time,City,State,Shape,Duration,Description
7/15/2014,22:00:00,Morgan Hill,CA,Circle,~5 seconds,"""Star looking"" orb moved across the night sky from left to right for about 5 seconds before vanishing."
1/6/2014,22:00:00,Morgan Hill,CA,Light,30 seconds,"1/6/14, 22:00, Morgan Hill, CA, sky lit up in a huge brilliant green light from the ground up, behind possibly several miles of hills."
1/3/2014,13:00:00,Morgan Hill,CA,Cigar,5 seconds,"Strange noise, observed a long, spindle shaped, silver cigar object with greenish exhaust."
9/19/2015,20:55:00,Moro Bay,CA,Other,4 minutes,"Craft, red, green & orange light moved with bursts of speed erratically sped & side to side, went dark threw off sparks, disappeared."
6/28/2015,12:47:00,Moro Bay,CA,Sphere,only later seen on photo,Black orb seen in photo taken of Moro Rock in CA.
8/14/2014,22:30:00,Morongo Valley,CA,Light,30 minutes,Looked like a star-middle of the day-hovering to the north- about 10 o clock- 10 -15 mins- then dropped to 9 oclock-back to ten o clo
3/29/2016,20:30:00,Morro Bay,CA,Unknown,3 minutes,Unusually bright aircraft-like light that suddenly dimmed.
7/17/2015,17:00:00,Mount Shasta,CA,Circle,4 hours,"Red lights flashing at one sec intervals on Mount Shasta, forms a circular or disc shape, located in the mountain area, below Bunny Fla"
9/15/2014,15:00:00,Mount Shasta,CA,Cigar,5 minutes,"Cigar shaped craft going North to South over Mount Shasta, California 9/2014"
10/13/2015,20:00:00,Mountain View,CA,Light,2-3 hours,Formation over Mountain View CA
8/12/2015,0:45:00,Mt. Laguna,CA,Oval,1 hour,I was viewing the Perseid Meteor Shower on the evening of 08/12/15 between the hours of 2200 (08/11/15) to 0130 (08/12/15). My location
7/28/2014,14:30:00,Mt. Shasta,CA,Oval,15 seconds,"Ufo sighting Mt. Shasta, CA."
2/16/2015,22:30:00,Mt. Shasta ,CA,Unknown,1 minute,White lights hovering and then dimming in sequence
11/7/2015,19:00:00,Murrieta,CA,Light,10 minutes,Two white flashes with a green line from a moving white object. ((NUFORC Note: U. S. Navy missile launch. PD))
8/25/2014,22:00:00,Murrieta,CA,Light,1+ hour,Gold lights over Riverside County.
8/1/2014,0:00:00,Murrieta,CA,Unknown,,"Reflection light, change direction, looks like golden light, took picture looked different from what I saw."
6/10/2014,0:50:00,Murrieta,CA,Light,~45 seconds,A light ball was seen shooting away from the local military base.
2/15/2015,12:00:00,Murrietta,CA,Sphere,unknown,Objects are attracted to model rocket launch(es) and were captured by video.
8/7/2015,17:30:00,N. Hollywood,CA,Other,10 minutes,Blurry object moving within a cloud formation
12/22/2015,18:05:00,Napa,CA,Fireball,1 minute,"Meteor, maybe?? ((NUFORC Note: Re-entering space debris. PD))"
11/7/2015,18:05:00,Napa,CA,Changing,7 minutes,White and green light. Changing directions and shape. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Napa,CA,Unknown,4 minutes,Beam of light that left behind a vapor cloud then flew vertically into the sky. ((NUFORC Note: US Navy missile launch. PD))
5/18/2015,21:15:00,Napa,CA,Circle,5 minutes,Large round object with orange light.
4/5/2014,12:09:00,Napa,CA,Cylinder,6 seconds,"Cylinder shaped craft with conicle nose and whiteish with no wings visible and no contrail or sound ,traveling mach 1- 2."
3/4/2014,21:40:00,Napa,CA,Unknown,60 seconds,"Large flying object in the dark sky 3 mi east of Napa, CA appeared to be dark and had 4-6 red flashing lights, no other lights observed"
1/10/2014,23:50:00,Napa,CA,Circle,4 minutes,Bright orange circular object seen flying SE to NW for minutes before suddenly disappearing.
12/10/2014,18:45:00,National City,CA,Triangle,~1 minute,"I had a sighting on 12-10-14 in National City, California. It was a perfect triangle covered with lights across the whole bottom. It"
12/10/2014,18:45:00,National City ,CA,Triangle,~1 minute,I am resending this as I did not state that the triangle was only about 100 feet overhead and that this event happened on Palm Ave. On
10/8/2015,5:00:00,Near Woody,CA,Circle,1 minute,We saw a red glowing ball/circular object moving slowly over the hills! This is actually the 2nd time I have seen it and it was app
11/7/2015,18:00:00,Needles,CA,Circle,5 minutes,White ball of light formed in the sky followed by a green beam. ((NUFORC Note: US Navy missile launch. PD))
11/6/2014,22:30:00,Needles,CA,Fireball,4 seconds,"Unknown falling object in Needles, CA."
11/7/2015,18:01:00,Newberry Springs,CA,Light,5 minutes,Strangest meteor I have ever seen. ((NUFORC Note: U. S. Navy missile launch. PD))
6/27/2015,23:15:00,Newbury Park,CA,Light,6 minutes,3 bright white lights in the sky.
2/14/2016,10:45:00,Newhall,CA,Rectangle,1 minute,I looked at a picture on ufo sighting 2015 and was suprised to see a picture of what I had seen
11/7/2015,18:30:00,Newhall,CA,Light,25 seconds,Bright white light. ((NUFORC Note: U. S. Navy missile launch. PD))
9/19/2014,19:15:00,Newman,CA,Light,20 minutes,8 balls of light seen in the sky then disappearing in 15 to 20 minutes also they did not move.
3/18/2016,0:00:00,Newport Beach,CA,Disk,~2 hours,"Blinding light and loud noises, followed by orbs in the sky."
2/15/2016,18:00:00,Newport Beach,CA,Formation,30 minutes,Sitting on Balboa Island looking in the direction of the pavilion which is NW two objects.
1/13/2015,18:30:00,Newport Beach,CA,Triangle,5 minutes,"Triangular flying object with 3 white lights and 1 red light in middle, blinking in a pattern."
6/15/2014,21:15:00,Newport Beach,CA,Fireball,4 minutes,Orangish-Red UFO; disappears.
2/22/2014,23:00:00,Newport Beach,CA,Circle,20 minutes,On Sat Feb 22 at 11pm I was on my deck smoking a cigarette when I saw 3 round objects with yellow lights coming up from the south.
2/14/2014,22:00:00,Newport Beach,CA,Fireball,3 minutes,fire ball in sky moving like an aircraft high in sky but then floated southwards and burned out.
1/10/2014,20:50:00,Newport Beach,CA,Fireball,10 minutes,"Hovering Red Orbs over the Newport Beach, CA peninsula."
8/13/2015,0:30:00,Nipomo,CA,Fireball,45 seconds,"Single Fireball looking thing over Nipomo, CA"
12/24/2014,23:00:00,Nipomo,CA,Diamond,0:00,Diamond shape appeared with a red streak then vanished no trace of the red colored smoked after the other 2 were just floating.
8/13/2014,9:30:00,North Highlands,CA,Cigar,2 minutes,"Huge cigar shaped vehicle Sacramento, CA."
3/26/2016,18:00:00,North Hollywood,CA,Light,5 minutes,Miracle had to see it to believe it
1/14/2016,3:15:00,North Hollywood,CA,Circle,10 seconds,Facing SE from 2nd floor apt. Facing Studio City/Burbank. Glowing turquoise circular light.
11/7/2015,18:05:00,North Hollywood,CA,Circle,2:00 minutes,White orb on fire.
10/24/2015,20:25:00,North Hollywood,CA,Unknown,35 seconds,Unfamiliar green light pattern traveling on a straight line that stopped in flight and reversed direction.
12/24/2014,3:35:00,North Hollywood,CA,Circle,45 seconds,"Bright Orange Light Moving Silently, Low In The Sky"
11/16/2014,0:00:00,North Sacramento,CA,Unknown,5 seconds,Red star life formation seemed to glide left to right in a downward motion for just a short distance then shot left and disappeared and
10/11/2015,5:30:00,Norwalk,CA,Other,1+ hours,Strange Lights in the Night Sky.
9/27/2015,21:00:00,Norwalk,CA,Other,30 minutes,V formation cloud in the night sky that moved and kept it's shape.
11/13/2014,18:25:00,Norwalk,CA,Sphere,2 minutes,"3 witnesses reported 2 speeding helicopters chasing a white orb northbound over Norwalk, CA."
9/24/2015,0:00:00,Novato,CA,Cigar,1-2 minutes,"Cigar shaped UFO with blue, red and green lights passes over campers."
2/7/2015,2:41:00,Novato,CA,Sphere,40 minutes,"Waves of what looked like constellations of stars, traveling successively from one side of the sky over the horizon. Came from the W."
9/12/2014,6:00:00,Novato,CA,Fireball,20-30 seconds,"6 AM Sept. 12th, I walked out of my house. It was a clear morning no clouds or fog and was very dark. I walked on my drivway to the en"
11/7/2015,18:00:00,Nuevo,CA,Unknown,10 minutes,"At approximately 18:00, my four year old daughter spots this object close by to the south west direction. I can't say exactly how close"
8/21/2015,5:30:00,Oakdale,CA,Disk,5 minutes,"Saucer shaped ufo hovering in Oakdale, CA, and shoots off in sky and disappears."
11/7/2015,18:05:00,Oakland,CA,,2 minutes,Extreme light. Huge smoke trail behind object. Light suddenly vanished. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Oakland,CA,Fireball,1-2 minutes,Bright light that later appeared to be more like a rocket over the bay area; enormous chemtrail. ((NUFORC Note: Rocket launch. PD))
1/30/2015,13:00:00,Oakland,CA,Fireball,4 seconds,Bright light small explosion or crack then turned red and didappeared
1/8/2015,7:15:00,Oakland,CA,Cigar,4 minutes,Cigar shaped ufo seen falling to earth ion Oakland.
1/1/2015,17:30:00,Oakland,CA,Oval,2.5 minutes,Saw what I thought to be a blimp in the sky. It actually reminded me if the H(L? ) helium blimp at first. I was facing the sith western
1/1/2015,17:15:00,Oakland,CA,Sphere,2 minutes,"Bright orange sphere seen over Oakland, CA"
11/2/2014,1:30:00,Oakland,CA,Oval,10 minutes,Glowing flame like red object.
10/7/2014,20:20:00,Oakland,CA,Light,15 seconds,Two Objects Give Off a Bright Flash High in the Sky While Moving at Speed.
8/15/2014,20:50:00,Oakland,CA,Circle,1 minute,"Saw a bright red light at a high elevation, moving slowly westward, then turn 90 degrees heading South and fade behind a tree line. It"
6/6/2014,1:05:00,Oakland,CA,Other,12 seconds,Two pulses of bright green light in western sky over Oakland CA late night Thursday.
2/21/2014,23:46:00,Oakland,CA,Unknown,2 minutes,Orange lights ORB silent and odd movement with VIDEO.
11/17/2015,19:00:00,Oakley,CA,Other,5 minutes,someone called in on coast to coast open lines and reported seeing what i saw. we both were at the drive in. small world.
8/24/2015,18:45:00,Oakley,CA,Fireball,2 minutes,I saw orange lighted object flying west at constant speed; not low birds but not high as planes.
9/29/2014,5:00:00,Oakley,CA,Disk,4 minutes,It was hovering over a housing unit for at least 2 minutes then I went to gaze at it better an it came towards me above my apartment un
1/21/2014,20:00:00,Oakley,CA,Disk,2 minutes,Craft over Oakley.
4/18/2015,22:00:00,Ocala,CA,Circle,5 minutes,8 to 10 orb/red spheres.
11/16/2015,21:00:00,Ocean Beach,CA,Rectangle,>10 minutes,"It was a rectangular shape, about the size of a raft I would describe."
8/29/2014,8:12:00,Ocean Beach,CA,Cylinder,~1 second,Two extremely fast moving cylinders seen side by side over the ocean photographed by accident. ((NUFORC Note: Birds? PD))
5/25/2014,2:00:00,Ocean Cove,CA,Formation,10 minutes,"Light Formation over Ocean Cove Campground, California."
9/8/2015,23:00:00,Oceano,CA,Rectangle,15 seconds,Looking up at the stars while having a cigarette when I noticed a dark rectangular shape cross my view. Object crossed half the sky in
12/24/2015,9:05:00,Oceanside,CA,Light,20 minutes,"Had to be a UFO sighting over Oceanside, CA near College Blvd, not military playing Santa."
11/7/2015,18:15:00,Oceanside,CA,Triangle,15 minutes,Green gas light blob then a series of lights flashing forming into a triangle. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:15:00,Oceanside,CA,Circle,4 minutes,"Yellowish orangish light approached as a plane. Then the obj. stopped, turned white.((NUFORC Note: U. S. Navy missile launch. PD))"
11/7/2015,18:00:00,Oceanside,CA,Fireball,90 seconds,"Standing on Main Side, Camp Pendleton, and looking W, my wife noticed a bright light. ((NUFORC Note: US Navy missile launch. PD))"
9/28/2015,23:00:00,Oceanside,CA,Changing,ongoing,Changing Sphere Multi Color Hovwering for weeks.
9/27/2015,20:45:00,Oceanside,CA,Light,30 seconds,The light cross the sky in about one minute. The speed of that was unreal.
10/29/2014,19:18:00,Oceanside,CA,Circle,5 minutes,Red/Orange lights in the sky.
8/25/2014,21:38:00,Oceanside,CA,Changing,12 minutes,"Bright balls of light hovering in the sky over Oceanside, CA."
8/21/2014,23:20:00,Oceanside,CA,Fireball,1 min,Fireball in the sky in Oceanside
8/14/2014,20:27:00,Oceanside,CA,Rectangle,5 minutes,Red lights move slowly and vanish within seconds.
7/26/2014,22:00:00,Oceanside,CA,Oval,10 minutes,"Six orange orbs in the sky near Oceanside, CA."
6/26/2014,21:30:00,Oceanside,CA,Other,10 minutes,"Seven small orange orbs seen floating in night sky less than one mile from Camp Pendleton, California."
6/18/2014,23:00:00,Oceanside,CA,Fireball,5 minutes,"Last night I was getting ready for bed,locking all the doors and windows. When I looked out of the sliding glass door a saw a orange ba"
5/10/2014,3:45:00,Oceanside,CA,Circle,4 minutes,Circular red orange blob rose out of water hovered then disappeared
6/18/2014,23:00:00,Oceanside ,CA,Circle,1 hour,3 Round shaped white and bright lights.
2/8/2014,18:45:00,Oildale,CA,Circle,2 minutes,"Round red and yellow light moving across the sky in Oildale, CA."
8/24/2014,0:05:00,Ontario,CA,Circle,2 minutes,"6 slowly pulsating at times red orbs, not in formation but near each other and at different heights."
4/29/2014,23:59:00,Ontario,CA,Triangle,25 seconds,"Its hot so my window was open. From afar, I see these extremely bright lights. Hmm..that doesnt seem like an airplane."
11/23/2015,6:15:00,Orange,CA,Circle,1 hour,"Four fireballs with long tails of fire sighted in the eastern sky from Orange County, CA."
11/7/2015,18:00:00,Orange,CA,Unknown,~10 minutes, at approx. 17:57 my gf and I witnessed an unidentified craft emitting a large amount of light. ((NUFORC Note: US Navy missile launch. PD))
10/13/2015,21:04:00,Orange,CA,Other,30 minutes,"Extremely loud noise followed by a falling red, white, and green orb; soon after blue light flies by overhead."
9/17/2015,19:48:00,Orange,CA,Sphere,Few minutes,Glowing orb being chased by two jets
11/22/2014,21:34:00,Orange,CA,Fireball,10-15 minutes,"Three orange-red fireballs, coming from horizon and following upward-right trajectory then fading away, one appearing after the other"
8/10/2014,19:00:00,Orange,CA,Circle,4 minutes,3 orange ball lights.
4/9/2014,20:40:00,Orange,CA,Unknown,15-30 seconds,"Stationary object turns into red, then blue and then a glowing white and duplicates process and then flies overhead."
1/30/2014,18:00:00,Orange,CA,Diamond,5 minutes,Orange vibrating diamond hovering.
12/13/2014,21:48:00,Orange County,CA,Fireball,3 seconds,Fireball seen clearly in South Orange County LA area.
6/25/2014,21:00:00,Orange County area,CA,Circle,1 hour,Lights on video shown by KTLA shows multiple lights. 2 large several smaller lights.
1/4/2016,20:30:00,Orangevale,CA,Other,30 minutes,"Pulsing, changing colors, but relatively stationary in the NE sky, at about 30 degrees from horizon."
3/15/2014,21:50:00,Orangevale,CA,Light,10 minutes,"Bright Amber Intelligently controlled Aircraft rising like bees from a hive in Orangevale, CA."
3/15/2014,21:30:00,Orangevale,CA,Light,30 minutes,40 independent orange lights seen traveling over Orangevale CA
10/13/2015,4:30:00,Organ House,CA,Changing,hours,Have pics and video. ((NUFORC Note: We suspect a sighting of the three planets in the eastern morning sky. PD))
5/30/2015,23:30:00,Orland,CA,Light,5 seconds,"Bright light fades out. ((NUFORC Note: Possible ""flare up"" of an Iridium satellite?? PD))"
8/23/2014,21:20:00,Orland,CA,Light,30 seconds,"White light UFO spotted in Orland, CA"
11/7/2015,18:00:00,Oroville,CA,Chevron,5 minutes,Seen green beam of light at a 45 degrees blow into a chevron sign looking light. ((NUFORC Note: US Navy missile launch. PD))
2/12/2015,12:00:00,Oroville,CA,Circle,5 minutes,"Red 3 spoked UFO appeared over Oroville, CA, 2/12/15. ((NUFORC Note: Photo of object provided. PD))"
3/19/2014,19:00:00,Oroville,CA,Light,30 minutes,"4 lights in the sky for 30 minutes, did not move."
12/15/2015,6:30:00,Otay Mesa,CA,Oval,3 seconds,Coworker and I (and confirmed with security guard 5 mi. away at jobsite) saw a blue and green light just appear in sky above Otay Mesa
2/11/2016,6:30:00,Oxnard,CA,Light,<1 minute,"Driving towards work, I was driving in Tice Avenue towards point mugu and a green light moved from sky to ground, there was not an expl"
11/7/2015,18:10:00,Oxnard,CA,Light,15 minutes,Huge bright light!! ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:03:00,Oxnard,CA,Sphere,10 minutes,Bright turquoise glow in W sky; a white light and white sphere-like obj. appeared. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Oxnard,CA,Light,5 minutes,Object arced over the Pacific Ocean above Oxnard. ((NUFORC Note: US Navy missile launch. PD))
10/10/2015,22:30:00,Oxnard,CA,Fireball,1-2 seconds,"Green fireball darts earthward in south Oxnard sky, witnessed by two people. ((NUFORC Note: Possibly a meteor? PD))"
8/11/2015,23:56:00,Oxnard,CA,Flash,3 seconds,Strange bright light over neighborhood area
5/23/2015,6:26:00,Oxnard,CA,Sphere,3 seconds,An orb of light came from the ground in the distance and continued toward my drone at a high rate of speed
4/11/2015,18:10:00,Oxnard,CA,Circle,Hour,White flashing light disc.
11/27/2014,22:20:00,Oxnard,CA,Sphere,3 minutes,Orange planet orb.
11/15/2014,21:15:00,Oxnard,CA,Light,2 minutes,"4 red lights/orbs over Oxnard, California."
11/3/2014,2:40:00,Oxnard,CA,Sphere,2 minutes,Nighttime BIG orange glowing orb sphere that slowly disappeared into the ocean.
6/25/2014,22:00:00,Oxnard,CA,Light,40 minutes,"Three faint stars around two minutes apart flying north, They faded in and out and then disappeared. One flared up into a large light."
4/25/2014,21:19:00,Oxnard,CA,Light,0:30,Small to medium sized ball of light.
2/7/2014,0:00:00,Oxnard,CA,Other,1 minute,Ball of cement or ufo?
11/7/2015,18:03:00,Ozena,CA,Fireball,4 minutes,Fireball burst leaving a blue trail of matter. ((NUFORC Note: U. S. Navy missile launch. PD))
6/20/2014,21:40:00,Pacheco,CA,Diamond,10 minutes,Large diamond shaped flat object suspended in air - motionless on windy day.
1/29/2015,20:00:00,Pacific Grove,CA,Sphere,~15 minutes,"6 bright orange lights seen on Monterey Bay, moved slowly & silently, then faded and sped away."
1/1/2015,21:45:00,Pacific Grove,CA,Sphere,3 minutes,Two red-orange spheres headed west. Moved very slowly and gradually faded out of sight over the ocean.
7/4/2014,21:21:00,Pacific Grove,CA,Sphere,1 minutes,Three silent red/orange balls of light moves quickly over the water and up into the clouds.
11/7/2015,18:00:00,Pacifica,CA,Triangle,30 seconds,triangular white light left green cloud behind in the sky 20 minutes ago over pacifica. ((NUFORC Note: US Navy missile launch. PD))
8/27/2015,21:30:00,Pacifica,CA,Other,20 minutes,Three strobe lights over Pacifica/Daly City boarder. They hovered for about 20 min then moved away independent of each other at a high
10/9/2015,6:40:00,Pacoima,CA,Disk,3 minute,Seen by a cousin of my employee...cannot verify that it is or is not a craft... hope other reports from same event will provide clarif
2/11/2016,6:44:00,Palm Desert,CA,Fireball,3 seconds,"Bright green fireball traveling (generally) west to east and about 1,000 feet above ground it extinguished and was no longer visible."
12/12/2015,9:00:00,Palm Desert,CA,Oval,3 minutes,Two oval objects heading fast towards the west over Palm Desert.
11/7/2015,18:00:00,Palm Desert,CA,Fireball,20 minutes,"There was a glowing green light in a circular shape, with a long, wide greenish/whitish aura around it and a long line of whitish color"
9/28/2015,19:55:00,Palm Desert,CA,Fireball,5 seconds,"A very bright slow moving ""fireball"" appeared from the west heading east."
10/13/2014,22:30:00,Palm Desert,CA,Light,1:30 minutes,"Looking W-NW from Palm Desert looking toward Palm Springs a very large and bright white hovered, moved up and to the north toward Joshu"
6/22/2014,0:05:00,Palm Desert,CA,Light,10 minutes,Entity captured on iPhone camera (invisible to naked eye) whilst observing a UFO in the sky.
4/10/2014,21:00:00,Palm Desert,CA,Sphere,10 minutes,Slow moving Orb seen changing colors and moving unconventionally without sound. Stopping and accelerating randomly.
4/3/2014,12:00:00,Palm Desert,CA,Disk,2-3 minutes,15-20 white disk shaped objects circling in the sky as if orbiting something.
8/20/2015,21:25:00,Palm Spings,CA,Other,~8 seconds,Boomerang/crescent-like object with row of circles on bottom that arced wing to wing
12/22/2015,18:15:00,Palm Springs,CA,Fireball,3-8 minutes,Fireball or meteor breaking up over Palm Springs. ((NUFORC Note: Re-entering space debris. PD))
11/7/2015,18:15:00,Palm Springs,CA,Unknown,20 minutes,"Large bluish glow/light seen in sky in Palm Springs, CA. ((NUFORC Note: U. S. Navy missile launch. PD))"
11/7/2015,18:01:00,Palm Springs,CA,Circle,5 minutes,Palm Spring Canyon Light. ((NUFORC Note: U. S. Navy missile launch. PD))
7/18/2015,20:15:00,Palm Springs,CA,Circle,5 minutes,"Round, blue object over Palm Springs mountains."
4/8/2015,20:50:00,Palm Springs,CA,Triangle,10 seconds,"Sighting above Palm Springs, California!"
12/12/2014,19:30:00,Palm springs,CA,Diamond,5 minutes,"The big, fast spacecraft glares in the sky but then disappeared in the clouds 5 min later lights we're moving in the clounds"
8/2/2014,22:00:00,Palm Springs,CA,Light,17 minutes,"5 light flights formation, from V to inverted L then 4 silent lights follow up mountain face into sky."
7/19/2014,21:40:00,Palm Springs,CA,Teardrop,15 minutes,Palm Springs lights.
11/7/2015,18:30:00,Palmdale,CA,Other,10 minutes,Bright light leaves mist and blue streak in sky after breaking apart. ((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Palmdale,CA,Circle,,"Blue circular light, left bright blue stream of light, circular light. ((NUFORC Note: US Navy missile launch. PD))"
11/7/2015,18:00:00,Palmdale,CA,Unknown,15 minutes,"Bright light seen over Palmdale, minute later disappeared and blue luminescent 'cloud' was left in its place."
11/7/2015,18:00:00,Palmdale,CA,Light,15 seconds,"blue/green trail in sky, followed by burst of white light. ((NUFORC Note: US Navy missile launch. PD))"
7/16/2015,21:10:00,Palmdale,CA,Triangle,2 minutes,Saw a triangle looking object with lights on all corners and another object following it moving fast to the east.
12/26/2014,17:00:00,Palmdale,CA,Disk,1 minute,Transparent disc shape flying & caught reflection around the sun set. Full on saw this looked away looked back it was flying.
12/7/2014,21:00:00,Palmdale,CA,Oval,15 minutes,"Oval-shaped aircraft with red and white lights, making a distinct buzzing sound, hovers over the Palmdale, CA, desert for 10 min.."
8/11/2014,22:30:00,Palmdale,CA,Circle,3 seconds,Driving home from friends house and witnessed a grayish circle object in the distance moving at a high rate of speed across the night.
1/11/2014,19:00:00,Palmdale,CA,Fireball,5 minutes,Fireball falling at slow speed then flew upwards at high rate of speed without turning around made no noise as it sped upwards.
7/4/2014,22:40:00,Palmdale ,CA,Light,10 minutes,"A light source that was dropping lights out the bottom, they were not flares."
11/7/2015,18:00:00,Palo Alto,CA,Light,10 minutes,We noticed a craft that did not look like an airplane. ((NUFORC Note: US Navy missile launch. PD))
1/11/2014,21:05:00,Palo Alto,CA,Formation,10 seconds,"Boomerang Type Craft with Lights in Formation Seen Flying over Palo Alto, Ca on Saturday Night."
3/28/2016,0:15:00,Paradise,CA,Flash,Continuing,"Looking towards north, I noticed a full sky flashing, which continued every few minutes without any sound??"
9/27/2015,20:30:00,Paradise,CA,Light,15 minutes,Swarm of lights.
11/7/2015,18:00:00,Paramount,CA,Unknown,5 minutes,Falling star slows ..stops... Lights up sky.. And takes off.. ((NUFORC Note: US Navy missile launch. PD))
2/3/2014,20:00:00,Paramount,CA,Fireball,night,It was paramount i saw a ufo fireball it was greenish looked like question marcks
5/10/2015,17:00:00,Paramus,CA,Unknown,10-15 seconds,Daytime sighting at two different locations across the country.Same UFO at both locations.
1/23/2016,0:00:00,Pasadena,CA,Cylinder,1 minute,Series of 4 white lights appeared to be part of a single craft hovered almost 1 minute over eastern Pasadena at about 2000 ft.
11/7/2015,18:00:00,Pasadena,CA,Light,10 minutes,"Bright, star-like object traveled slowly across very large portion of sky. ((NUFORC Note: US Navy missile launch. PD))"
11/7/2015,18:00:00,Pasadena,CA,Light,5 minutes,Object entered the atmosphere and then moved slowly towards the west ((NUFORC Note: US Navy missile launch. PD))
6/21/2014,21:45:00,Pasadena,CA,Diamond,3 minutes,"Diamond shaped bright object floating in sky Pasadena, CA then immediately vanished."
11/7/2015,18:00:00,Paso Robles,CA,Unknown,3 minutes,Bright blue lights trailed off UFO. ((NUFORC Note: US Navy missile launch. PD))
11/7/2015,18:00:00,Paso Robles,CA,Cigar,3 minutes,Slow moving craft with search beam and iridescence blue trail lasting 5 minutes. ((NUFORC Note: US Navy missile launch. PD))
10/21/2015,5:00:00,Paso Robles,CA,Light,5 minutes,A large orange light that shot out 3 small red lights then change in to a long cylinder shape and took off like a shooting star.
9/27/2015,19:15:00,Paso Robles,CA,Light,5 minutes,"Intense Red Light Observed over Paso Robles, CA."
9/12/2014,6:00:00,Paso Robles,CA,Circle,35 seconds,White objects faded into mist.
11/7/2015,18:00:00,Patterson,CA,Circle,5 minutes,I saw a large foggy cone with a bright blue beam to my south. ((NUFORC Note: US Navy missile launch. PD))
7/10/2014,22:15:00,Patterson,CA,Light,6 minutes,Bright orangish light to the naked eye but white saucer with a black dot in the middle in picture.
6/19/2014,22:00:00,Patterson,CA,Changing,10 minutes,Bright light hovering then moving with no sound.
1/1/2014,0:12:00,Patterson,CA,Sphere,10 minutes,Three orange/red spheres in alignment; leaving one at a time.
8/20/2014,21:30:00,Pearblossom,CA,Light,Minute,Came outside to empty trash. Looked to east 5 very bright lights vertical very close together. Blinking on at different times. Top li
6/21/2014,5:10:00,Pearblossom,CA,Light,8-10 minutes,Object in the early morning sky with strobing light seperate from the object throwing balls of white light toward the earth.
2/9/2016,20:15:00,Perris,CA,Triangle,10 seconds,Black reflective triangle seen over head gliding through the sky slowly. Had a circular light at each triangle point.
2/5/2015,20:10:00,Perris,CA,Other,10 minutes,2 vertical lines of red lights seen and were moving right to left like tilting right to left
2/6/2016,18:40:00,Petaluma,CA,Circle,5 minutes,"Dull orange orb over Petaluma, CA, for over five minutes 2/6/2016, a portion of which was a very bright, fiery orange."
12/17/2015,18:00:00,Petaluma,CA,Light,15 seconds,I was walking my dogs in front of house. I live in rural area out by coast guard station in w Petaluma. I saw a bright light for about
11/7/2015,18:01:00,Petaluma,CA,Cone,10-15 minutes,"Silver Conical Craft with Exceptionally Bright Light over Petaluma, CA. ((NUFORC Note: U. S. Navy missile launch. PD))"
9/5/2015,20:35:00,Petaluma,CA,Light,5 seconds,Located in western sky of Petaluma. Object looked to be an orb light. Appeared for only seconds before becoming brighter and then fadi
3/20/2015,20:10:00,Petaluma,CA,Circle,5-10 minutes,"When walking the dog, I saw two red lights in the southern sky. the lights at first were one above the other, and then they gradually"
7/4/2014,21:40:00,Petaluma,CA,Light,15 minutes,"RED AND GREEN LIGHT SEEN HOVERING OVER PETALUMA, CALIFORNIA."
6/25/2014,2:45:00,Petaluma,CA,Other,~45 minutes,"Brilliant stationary multi color lights for nearly one hour over Petaluma, CA."
1/23/2015,18:22:00,Phelan,CA,Cross,still going on,"Object has been out by Mountain High Ski Resort for the past 4 days, then it finally disappears like it never existed."
5/21/2014,23:45:00,Phelan,CA,Fireball,4 minutes,((NUFORC Note: No information provided by witness. PD))
11/13/2014,19:00:00,Pico Rivera,CA,Triangle,15 minutes,"Red, and White flashing lights flying over Pico Rivera, Ca"
6/21/2014,21:30:00,Pico Rivera,CA,Fireball,5-10 minutes,Ten orange-yellow fireballs seen in the Los Angeles area
6/20/2014,21:40:00,Pico Rivera,CA,Disk,4 minutes,Four saucer shaped UFO's low into LAX landing flght path on 6/20/14
4/10/2014,21:50:00,Pilot Hill,CA,Flash,still going,6 flashing (stars) that moved in tight formations.
3/7/2014,22:50:00,Pilot hill,CA,Unknown,5 minutes,I saw a bright shimmering light hovering over the mountain approximately 3 miles away. The light was perfectly still. At first I went
3/17/2016,5:30:00,Pine Grove,CA,Sphere,10 minutes,Yard was lit up and a huge blinding bright light shaped like a sphere was moving towards the end of the street.
10/5/2014,21:00:00,Pine Mountain Club,CA,Light,30 seconds,"Fireball or light flares up very bright, then fades out. Motionless."
3/14/2014,0:00:00,Pinion Hills,CA,Unknown,2 hours,Hovering crafts over san bernardino mountains.
2/10/2014,9:00:00,Pinon Hills,CA,Flash,30-60 seconds,A perfect circle of light floating and dimming in the sky.
8/20/2015,13:00:00,Pismo,CA,Fireball,5 seconds,Red fireball spherical looking object rises from ground and disappears.
2/16/2014,21:45:00,Pismo,CA,Egg,15 seconds,Pismo beach sighting orange in color egg or oval shaped Appear to be a star then started moving in a direction changed direction.
10/13/2015,17:35:00,Placentia,CA,Diamond,10 minutes,Blue diamond shaped object flashing in the distance in Placentia CA
